,label
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,2
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,2
556,0
557,0
558,0
559,0
560,0
561,2
562,0
563,2
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,1
579,1
580,1
581,0
582,0
583,0
584,1
585,1
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,2
594,0
595,1
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,2
605,2
606,0
607,0
608,0
609,2
610,0
611,0
612,0
613,0
614,2
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,2
636,0
637,2
638,0
639,0
640,0
641,0
642,0
643,2
644,0
645,0
646,0
647,0
648,2
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,2
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,1
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,2
700,0
701,0
702,0
703,2
704,2
705,2
706,2
707,0
708,2
709,2
710,2
711,2
712,2
713,0
714,1
715,0
716,0
717,0
718,2
719,2
720,2
721,0
722,0
723,0
724,0
725,0
726,0
727,2
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,2
741,0
742,2
743,2
744,0
745,2
746,0
747,2
748,2
749,2
750,0
751,0
752,0
753,0
754,0
755,0
756,2
757,0
758,0
759,2
760,0
761,0
762,0
763,0
764,2
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,2
785,0
786,0
787,0
788,0
789,2
790,2
791,0
792,0
793,2
794,0
795,0
796,0
797,2
798,0
799,2
800,0
801,0
802,0
803,0
804,2
805,0
806,0
807,0
808,0
809,2
810,2
811,2
812,2
813,2
814,2
815,2
816,2
817,2
818,0
819,2
820,2
821,2
822,2
823,2
824,2
825,2
826,2
827,2
828,2
829,2
830,2
831,2
832,2
833,2
834,0
835,2
836,2
837,2
838,2
839,0
840,0
841,2
842,2
843,0
844,2
845,2
846,0
847,0
848,2
849,0
850,2
851,0
852,0
853,0
854,0
855,0
856,2
857,2
858,0
859,2
860,2
861,0
862,2
863,2
864,2
865,2
866,2
867,2
868,2
869,2
870,2
871,2
872,0
873,0
874,2
875,2
876,2
877,2
878,2
879,2
880,2
881,2
882,2
883,2
884,0
885,2
886,0
887,0
888,0
889,0
890,2
891,2
892,2
893,2
894,2
895,2
896,2
897,2
898,2
899,0
900,0
901,0
902,2
903,0
904,0
905,0
906,0
907,0
908,0
909,2
910,0
911,2
912,0
913,0
914,2
915,0
916,0
917,2
918,0
919,0
920,2
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,2
930,2
931,0
932,2
933,0
934,2
935,0
936,2
937,2
938,2
939,2
940,2
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,2
949,2
950,0
951,0
952,2
953,0
954,0
955,2
956,2
957,0
958,2
959,2
960,2
961,0
962,0
963,0
964,0
965,2
966,2
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,2
975,2
976,2
977,2
978,2
979,2
980,2
981,2
982,0
983,2
984,2
985,2
986,2
987,2
988,2
989,0
990,2
991,2
992,2
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,2
1002,0
1003,0
1004,0
1005,0
1006,0
1007,2
1008,0
1009,2
1010,0
1011,0
1012,0
1013,2
1014,2
1015,0
1016,2
1017,2
1018,0
1019,2
1020,2
1021,2
1022,0
1023,0
1024,2
1025,2
1026,2
1027,2
1028,2
1029,2
1030,2
1031,0
1032,0
1033,2
1034,0
1035,2
1036,2
1037,2
1038,0
1039,0
1040,0
1041,2
1042,2
1043,2
1044,0
1045,2
1046,2
1047,2
1048,2
1049,0
1050,0
1051,0
1052,2
1053,0
1054,2
1055,2
1056,2
1057,0
1058,2
1059,2
1060,2
1061,2
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,2
1076,0
1077,2
1078,2
1079,2
1080,0
1081,0
1082,2
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,0
1093,2
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,0
1103,0
1104,2
1105,0
1106,0
1107,2
1108,2
1109,2
1110,2
1111,0
1112,0
1113,0
1114,2
1115,2
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,0
1123,0
1124,1
1125,0
1126,0
1127,2
1128,2
1129,2
1130,2
1131,2
1132,2
1133,2
1134,2
1135,2
1136,2
1137,2
1138,2
1139,2
1140,2
1141,2
1142,0
1143,0
1144,2
1145,2
1146,2
1147,2
1148,2
1149,2
1150,0
1151,0
1152,2
1153,2
1154,2
1155,2
1156,2
1157,2
1158,2
1159,2
1160,2
1161,2
1162,2
1163,2
1164,2
1165,2
1166,2
1167,2
1168,2
1169,0
1170,0
1171,2
1172,2
1173,2
1174,2
1175,0
1176,0
1177,2
1178,2
1179,2
1180,2
1181,2
1182,0
1183,2
1184,2
1185,2
1186,0
1187,2
1188,2
1189,2
1190,2
1191,2
1192,2
1193,2
1194,2
1195,2
1196,2
1197,2
1198,2
1199,2
1200,2
1201,2
1202,2
1203,2
1204,2
1205,2
1206,2
1207,2
1208,2
1209,2
1210,2
1211,2
1212,2
1213,0
1214,0
1215,0
1216,0
1217,0
1218,2
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,2
1251,2
1252,0
1253,0
1254,0
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,2
1265,2
1266,2
1267,2
1268,2
1269,0
1270,0
1271,2
1272,1
1273,0
1274,2
1275,0
1276,0
1277,0
1278,2
1279,2
1280,2
1281,0
1282,0
1283,0
1284,2
1285,2
1286,2
1287,0
1288,2
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,2
1298,2
1299,0
1300,2
1301,0
1302,0
1303,2
1304,2
1305,0
1306,1
1307,0
1308,1
1309,2
1310,0
1311,0
1312,0
1313,0
1314,0
1315,0
1316,2
1317,2
1318,0
1319,0
1320,0
1321,0
1322,1
1323,0
1324,0
1325,0
1326,0
1327,0
1328,2
1329,2
1330,0
1331,0
1332,0
1333,2
1334,0
1335,2
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,2
1344,2
1345,2
1346,2
1347,2
1348,2
1349,2
1350,2
1351,2
1352,2
1353,0
1354,2
1355,2
1356,2
1357,2
1358,2
1359,2
1360,2
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,2
1377,2
1378,2
1379,2
1380,2
1381,2
1382,2
1383,2
1384,2
1385,0
1386,2
1387,2
1388,2
1389,0
1390,2
1391,0
1392,0
1393,2
1394,0
1395,2
1396,0
1397,2
1398,2
1399,2
1400,2
1401,2
1402,0
1403,2
1404,0
1405,2
1406,2
1407,2
1408,2
1409,2
1410,2
1411,2
1412,2
1413,2
1414,2
1415,2
1416,2
1417,2
1418,2
1419,2
1420,2
1421,2
1422,2
1423,2
1424,2
1425,2
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,2
1445,0
1446,0
1447,2
1448,2
1449,2
1450,0
1451,2
1452,0
1453,0
1454,2
1455,2
1456,0
1457,2
1458,2
1459,2
1460,2
1461,2
1462,0
1463,0
1464,2
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,1
1473,1
1474,1
1475,1
1476,1
1477,0
1478,1
1479,1
1480,1
1481,0
1482,1
1483,1
1484,1
1485,1
1486,1
1487,0
1488,2
1489,2
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,0
1505,1
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,0
1521,0
1522,0
1523,0
1524,0
1525,0
1526,0
1527,0
1528,1
1529,1
1530,1
1531,1
1532,2
1533,2
1534,1
1535,0
1536,1
1537,1
1538,2
1539,1
1540,1
1541,0
1542,0
1543,0
1544,0
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,0
1552,0
1553,0
1554,1
1555,0
1556,0
1557,0
1558,0
1559,2
1560,2
1561,2
1562,2
1563,0
1564,2
1565,2
1566,2
1567,2
1568,2
1569,2
1570,0
1571,2
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,1
1587,0
1588,1
1589,1
1590,0
1591,1
1592,1
1593,0
1594,0
1595,0
1596,0
1597,0
1598,2
1599,0
1600,0
1601,0
1602,0
1603,0
1604,0
1605,2
1606,2
1607,2
1608,0
1609,2
1610,2
1611,2
1612,2
1613,2
1614,2
1615,0
1616,0
1617,0
1618,0
1619,0
1620,0
1621,1
1622,0
1623,0
1624,0
1625,0
1626,0
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,2
1636,2
1637,2
1638,2
1639,2
1640,2
1641,2
1642,0
1643,0
1644,0
1645,0
1646,2
1647,2
1648,2
1649,0
1650,0
1651,0
1652,0
1653,0
1654,2
1655,2
1656,2
1657,2
1658,2
1659,2
1660,2
1661,2
1662,2
1663,0
1664,0
1665,0
1666,0
1667,2
1668,2
1669,2
1670,2
1671,2
1672,2
1673,2
1674,2
1675,2
1676,2
1677,2
1678,2
1679,2
1680,2
1681,2
1682,0
1683,2
1684,2
1685,2
1686,2
1687,2
1688,0
1689,2
1690,2
1691,2
1692,2
1693,2
1694,2
1695,2
1696,2
1697,2
1698,2
1699,2
1700,2
1701,2
1702,2
1703,2
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,0
1712,0
1713,0
1714,0
1715,2
1716,2
1717,2
1718,2
1719,2
1720,2
1721,2
1722,2
1723,2
1724,2
1725,2
1726,2
1727,2
1728,0
1729,2
1730,2
1731,2
1732,2
1733,2
1734,0
1735,0
1736,2
1737,2
1738,0
1739,0
1740,2
1741,2
1742,2
1743,2
1744,0
1745,0
1746,0
1747,2
1748,2
1749,2
1750,2
1751,2
1752,0
1753,2
1754,2
1755,2
1756,2
1757,0
1758,0
1759,0
1760,0
1761,0
1762,2
1763,2
1764,2
1765,0
1766,2
1767,0
1768,2
1769,0
1770,0
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,0
1782,0
1783,0
1784,0
1785,0
1786,0
1787,0
1788,0
1789,0
1790,2
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,0
1808,2
1809,2
1810,2
1811,0
1812,0
1813,2
1814,2
1815,0
1816,0
1817,0
1818,2
1819,0
1820,2
1821,0
1822,0
1823,0
1824,0
1825,2
1826,2
1827,0
1828,0
1829,0
1830,0
1831,0
1832,0
1833,0
1834,2
1835,2
1836,2
1837,2
1838,2
1839,0
1840,2
1841,2
1842,2
1843,2
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,0
1857,2
1858,0
1859,2
1860,2
1861,2
1862,2
1863,2
1864,2
1865,2
1866,2
1867,0
1868,2
1869,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,2
1880,2
1881,2
1882,2
1883,0
1884,2
1885,2
1886,2
1887,0
1888,0
1889,0
1890,0
1891,2
1892,2
1893,2
1894,2
1895,0
1896,2
1897,0
1898,2
1899,0
1900,0
1901,2
1902,0
1903,2
1904,0
1905,0
1906,2
1907,2
1908,0
1909,0
1910,0
1911,0
1912,0
1913,0
1914,0
1915,0
1916,0
1917,0
1918,2
1919,0
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,2
1931,2
1932,0
1933,0
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1958,0
1959,0
1960,0
1961,0
1962,2
1963,2
1964,0
1965,0
1966,0
1967,2
1968,0
1969,2
1970,0
1971,0
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,0
1980,0
1981,0
1982,0
1983,0
1984,2
1985,2
1986,2
1987,2
1988,2
1989,2
1990,2
1991,0
1992,2
1993,2
1994,0
1995,2
1996,2
1997,2
1998,2
1999,2
2000,0
2001,0
2002,2
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,2
2020,0
2021,2
2022,0
2023,2
2024,0
2025,0
2026,0
2027,2
2028,0
2029,2
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,2
2038,2
2039,2
2040,0
2041,2
2042,0
2043,2
2044,2
2045,2
2046,2
2047,2
2048,0
2049,0
2050,2
2051,2
2052,2
2053,2
2054,0
2055,0
2056,1
2057,1
2058,0
2059,0
2060,2
2061,0
2062,1
2063,0
2064,2
2065,2
2066,2
2067,2
2068,2
2069,2
2070,0
2071,0
2072,0
2073,0
2074,0
2075,0
2076,2
2077,2
2078,2
2079,2
2080,2
2081,0
2082,2
2083,0
2084,0
2085,0
2086,0
2087,0
2088,0
2089,0
2090,0
2091,0
2092,0
2093,0
2094,0
2095,0
2096,0
2097,0
2098,0
2099,0
2100,0
2101,2
2102,0
2103,2
2104,2
2105,0
2106,0
2107,2
2108,0
2109,2
2110,0
2111,2
2112,2
2113,0
2114,0
2115,0
2116,0
2117,2
2118,2
2119,2
2120,0
2121,0
2122,0
2123,2
2124,2
2125,2
2126,2
2127,2
2128,2
2129,2
2130,2
2131,0
2132,0
2133,2
2134,2
2135,0
2136,2
2137,0
2138,2
2139,0
2140,0
2141,0
2142,0
2143,0
2144,0
2145,2
2146,0
2147,0
2148,2
2149,2
2150,0
2151,1
2152,0
2153,0
2154,0
2155,2
2156,2
2157,0
2158,2
2159,0
2160,2
2161,0
2162,0
2163,0
2164,0
2165,0
2166,0
2167,0
2168,0
2169,0
2170,0
2171,0
2172,0
2173,0
2174,0
2175,0
2176,0
2177,0
2178,0
2179,0
2180,0
2181,0
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,2
2189,0
2190,0
2191,0
2192,0
2193,0
2194,2
2195,2
2196,0
2197,0
2198,0
2199,0
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,0
2207,0
2208,0
2209,0
2210,0
2211,2
2212,2
2213,2
2214,2
2215,0
2216,2
2217,2
2218,2
2219,2
2220,0
2221,2
2222,2
2223,2
2224,2
2225,2
2226,0
2227,0
2228,0
2229,0
2230,0
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0
2239,0
2240,0
2241,0
2242,0
2243,0
2244,0
2245,0
2246,0
2247,0
2248,0
2249,0
2250,0
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0
2263,0
2264,0
2265,0
2266,0
2267,0
2268,0
2269,0
2270,0
2271,0
2272,0
2273,0
2274,0
2275,0
2276,0
2277,0
2278,0
2279,0
2280,0
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0
2287,0
2288,0
2289,0
2290,0
2291,0
2292,0
2293,0
2294,0
2295,0
2296,0
2297,0
2298,0
2299,0
2300,0
2301,0
2302,0
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,0
2310,0
2311,0
2312,0
2313,0
2314,0
2315,0
2316,0
2317,0
2318,0
2319,0
2320,0
2321,0
2322,0
2323,0
2324,0
2325,0
2326,0
2327,0
2328,0
2329,0
2330,0
2331,0
2332,0
2333,0
2334,0
2335,0
2336,0
2337,0
2338,0
2339,0
2340,0
2341,0
2342,0
2343,0
2344,0
2345,0
2346,0
2347,0
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,0
2356,0
2357,0
2358,0
2359,0
2360,0
2361,0
2362,0
2363,0
2364,0
2365,0
2366,0
2367,0
2368,0
2369,0
2370,0
2371,0
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,0
2381,0
2382,0
2383,0
2384,0
2385,0
2386,0
2387,0
2388,1
2389,0
2390,0
2391,0
2392,0
2393,0
2394,0
2395,0
2396,0
2397,0
2398,0
2399,0
2400,0
2401,1
2402,0
2403,0
2404,0
2405,0
2406,0
2407,0
2408,0
2409,0
2410,0
2411,0
2412,0
2413,0
2414,0
2415,0
2416,0
2417,0
2418,0
2419,0
2420,0
2421,0
2422,0
2423,0
2424,0
2425,2
2426,1
2427,0
2428,0
2429,0
2430,0
2431,0
2432,0
2433,0
2434,0
2435,0
2436,0
2437,0
2438,0
2439,2
2440,0
2441,0
2442,0
2443,0
2444,0
2445,0
2446,0
2447,0
2448,2
2449,0
2450,0
2451,0
2452,0
2453,0
2454,0
2455,0
2456,0
2457,2
2458,0
2459,0
2460,0
2461,0
2462,0
2463,0
2464,0
2465,2
2466,0
2467,2
2468,0
2469,2
2470,0
2471,2
2472,2
2473,2
2474,2
2475,0
2476,0
2477,0
2478,0
2479,0
2480,0
2481,0
2482,0
2483,0
2484,0
2485,0
2486,0
2487,0
2488,0
2489,0
2490,0
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
2500,0
2501,0
2502,0
2503,0
2504,0
2505,1
2506,0
2507,0
2508,1
2509,0
2510,1
2511,0
2512,0
2513,0
2514,1
2515,0
2516,0
2517,0
2518,0
2519,0
2520,0
2521,0
2522,0
2523,0
2524,0
2525,0
2526,0
2527,0
2528,0
2529,0
2530,0
2531,0
2532,0
2533,0
2534,0
2535,0
2536,0
2537,0
2538,1
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,1
2546,0
2547,0
2548,2
2549,0
2550,2
2551,0
2552,2
2553,0
2554,0
2555,2
2556,0
2557,2
2558,0
2559,2
2560,2
2561,0
2562,2
2563,0
2564,2
2565,2
2566,0
2567,1
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0
2574,0
2575,1
2576,0
2577,1
2578,0
2579,0
2580,0
2581,1
2582,0
2583,0
2584,0
2585,1
2586,1
2587,0
2588,0
2589,0
2590,0
2591,0
2592,0
2593,0
2594,0
2595,1
2596,0
2597,0
2598,0
2599,0
2600,0
2601,0
2602,0
2603,0
2604,2
2605,0
2606,0
2607,2
2608,2
2609,0
2610,0
2611,0
2612,0
2613,2
2614,2
2615,2
2616,0
2617,2
2618,2
2619,0
2620,2
2621,2
2622,2
2623,2
2624,0
2625,0
2626,0
2627,2
2628,0
2629,0
2630,0
2631,0
2632,0
2633,0
2634,0
2635,0
2636,0
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,0
2648,0
2649,0
2650,0
2651,0
2652,0
2653,0
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,0
2671,0
2672,0
2673,0
2674,0
2675,0
2676,0
2677,0
2678,0
2679,0
2680,0
2681,0
2682,0
2683,0
2684,0
2685,0
2686,0
2687,0
2688,0
2689,0
2690,0
2691,0
2692,0
2693,0
2694,0
2695,0
2696,0
2697,0
2698,0
2699,0
2700,0
2701,0
2702,0
2703,0
2704,0
2705,0
2706,2
2707,0
2708,2
2709,0
2710,0
2711,0
2712,0
2713,0
2714,0
2715,0
2716,0
2717,2
2718,0
2719,0
2720,0
2721,2
2722,0
2723,2
2724,0
2725,0
2726,2
2727,2
2728,2
2729,0
2730,0
2731,0
2732,0
2733,0
2734,2
2735,0
2736,0
2737,0
2738,2
2739,0
2740,0
2741,0
2742,0
2743,0
2744,2
2745,0
2746,0
2747,0
2748,0
2749,0
2750,0
2751,0
2752,0
2753,0
2754,0
2755,0
2756,0
2757,2
2758,2
2759,0
2760,0
2761,0
2762,2
2763,0
2764,0
2765,0
2766,0
2767,2
2768,0
2769,0
2770,0
2771,2
2772,0
2773,0
2774,0
2775,0
2776,2
2777,2
2778,0
2779,2
2780,0
2781,2
2782,0
2783,0
2784,0
2785,0
2786,0
2787,2
2788,0
2789,0
2790,0
2791,0
2792,0
2793,2
2794,2
2795,2
2796,0
2797,2
2798,2
2799,2
2800,0
2801,0
2802,0
2803,0
2804,0
2805,0
2806,0
2807,2
2808,0
2809,2
2810,0
2811,0
2812,0
2813,0
2814,0
2815,2
2816,0
2817,0
2818,0
2819,0
2820,0
2821,0
2822,0
2823,0
2824,0
2825,0
2826,0
2827,0
2828,0
2829,0
2830,0
2831,0
2832,0
2833,0
2834,0
2835,0
2836,0
2837,0
2838,0
2839,2
2840,0
2841,0
2842,0
2843,0
2844,0
2845,0
2846,0
2847,0
2848,0
2849,0
2850,0
2851,0
2852,0
2853,0
2854,0
2855,0
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0
2862,0
2863,0
2864,0
2865,0
2866,0
2867,0
2868,0
2869,0
2870,0
2871,0
2872,0
2873,0
2874,0
2875,0
2876,0
2877,0
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2885,0
2886,0
2887,2
2888,0
2889,0
2890,0
2891,0
2892,2
2893,2
2894,2
2895,2
2896,0
2897,0
2898,0
2899,2
2900,2
2901,0
2902,0
2903,0
2904,2
2905,0
2906,0
2907,0
2908,0
2909,2
2910,0
2911,0
2912,0
2913,2
2914,0
2915,0
2916,0
2917,2
2918,2
2919,2
2920,2
2921,2
2922,0
2923,2
2924,2
2925,2
2926,2
2927,2
2928,2
2929,2
2930,2
2931,2
2932,2
2933,0
2934,2
2935,2
2936,2
2937,2
2938,2
2939,2
2940,2
2941,2
2942,2
2943,2
2944,2
2945,2
2946,2
2947,2
2948,0
2949,2
2950,2
2951,2
2952,2
2953,2
2954,2
2955,2
2956,0
2957,0
2958,2
2959,2
2960,2
2961,2
2962,2
2963,2
2964,2
2965,2
2966,0
2967,2
2968,0
2969,2
2970,2
2971,0
2972,2
2973,0
2974,0
2975,0
2976,0
2977,0
2978,0
2979,0
2980,0
2981,0
2982,0
2983,0
2984,0
2985,0
2986,0
2987,0
2988,0
2989,0
2990,0
2991,0
2992,2
2993,2
2994,0
2995,0
2996,2
2997,0
